Database_ID	ncRNA_Symbol	ncRNA_Category	Species	Detection_Method	Strong_Evidence	Weak_Evidence	Score	Causality	Clinical	ncRNA_ID
LDA0004007	DUXAP8	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID00953
LDA0004008	DUXAP8	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID00953
LDA0004009	DUXAP8	LncRNA	Homo sapiens	Strong evidence	Western Blot//Flow Cytometry//qRT-PCR//RIP//MTT//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID00953
LDA0004010	DUXAP8	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Tunel//CCK8//RIP//qRT-PCR//Luciferase Report Assay//EdU Staining//Transwell Assay		0.731059	Yes	Unknown	RID00953
LDA0004014	DUXAP9	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Migration Assay//CCK8//qRT-PCR//Flow Cytometry//Cell Cycle Assay//Colony Formation Assay//Invasion Assay		0.731059	Yes	Yes	RID00954
LDA0004015	DUXAP9	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//qRT-PCR//MTT//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID00954
LDA0004016	DUXAP9	LncRNA	Homo sapiens	Strong evidence	Transfection//Luciferase Report Assay//Western Blot		0.731059	Yes	Yes	RID00954
LDA0004017	DUXAP9	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID00954
LDA0004018	DUXAP9	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//ISH//Transfection//Migration Assay//FISH//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Cell Proliferation Assay//Cell Cycle Assay//Invasion Assay		0.731059	Yes	Yes	RID00954
LDA0004019	DUXAP9	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Wound Healing Assay//Flow Cytometry//CCK8//FISH//Colony Formation Assay		0.731059	Yes	Yes	RID00954
LDA0004021	DLX6-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//qRT-PCR//MTT//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID00901
LDA0004026	DCST1-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID00843
LDA0004027	DCST1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID00843
LDA0004028	DCST1-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//MTT//Luciferase Report Assay		0.731059	Yes	Yes	RID00843
LDA0004029	DCAF1	LncRNA	Homo sapiens	Strong evidence	colony Formation Assay//RNA Pull-Down//Western Blot//Transfection//qPCR//Colony Formation Assay//Flow Cytometry//RIP//IF//MTT//PCR//IP//IHC//Transwell Assay		0.731059	Yes	Unknown	RID00841
LDA0004030	DBH-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Flow Cytometry//Luciferase Report Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID00840
LDA0004031	DBH-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Flow Cytometry//Colony Formation Assay//EdU Staining		0.731059	Yes	Yes	RID00840
LDA0004032	DBH-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//MeRIP//qPCR//Luciferase Report Assay//Colony Formation Assay		0.731059	Yes	Yes	RID00840
LDA0004033	DBH-AS1	LncRNA	Homo sapiens	Strong evidence	colony Formation Assay//CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID00840
LDA0004034	DBH-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID00840
LDA0004036	DARS1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID00837
LDA0004037	DARS1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot//ChIP		0.731059	Yes	Unknown	RID00837
LDA0004038	DARS1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID00837
LDA0004039	DARS1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID00837
LDA0004041	DCST1-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//IHC//Western Blot		0.731059	Yes	Unknown	RID00843
LDA0004043	DCST1-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Migration Assay//CCK8//qRT-PCR//Luciferase Report Assay//cell invasion assay//Colony Formation Assay		0.731059	Yes	Yes	RID00843
LDA0004044	DEPDC1-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transwell Assay//CCK8//qRT-PCR//RIP//Colony Formation Assay//IF		0.731059	Yes	Yes	RID00868
LDA0004045	DENND1B	LncRNA	Homo sapiens	Strong evidence	colony Formation Assay//IHC//Western Blot//Transwell Assay//Transfection//Flow Cytometry//qRT-PCR//MTT//PCR//IP//Colony Formation Assay//IF		0.731059	Yes	Unknown	RID00864
LDA0004046	DDX3ILA1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//CCK8//RIP//Flow Cytometry//qRT-PCR//Colony Formation Assay//EdU Staining//Transwell Assay		0.731059	Yes	Yes	RID00856
LDA0004047	DDX21	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Transwell Assay//Wound Healing Assay//Colony Formation Assay//qRT-PCR//FISH//Luciferase Report Assay//IHC//IF		0.731059	Yes	Yes	RID00855
LDA0004048	DDX11-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transwell Assay//Wound Healing Assay//CCK8//qRT-PCR//MTT//Luciferase Report Assay//Colony Formation Assay//IF		0.731059	Yes	Unknown	RID00851
LDA0004049	DDX11-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Colony Formation Assay//EdU Staining		0.731059	Yes	Yes	RID00849
LDA0004050	DDX11-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Colony Formation Assay		0.731059	Yes	Unknown	RID00849
LDA0004051	DDX11-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ChIP		0.731059	Yes	Yes	RID00849
LDA0004053	DDX11-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Colony Formation Assay//CCK8//qRT-PCR//RIP//Luciferase Report Assay//IHC//EdU Staining//Transwell Assay		0.731059	Yes	Unknown	RID00849
LDA0004054	DDX11-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//Migration Assay//qRT-PCR//RIP//Cell Apoptosis Assay//IHC		0.731059	Yes	Yes	RID00849
LDA0004056	DDX11-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Wound Healing Assay//Co-IP//Migration Assay//qRT-PCR//FISH//RIP//Cell Apoptosis Assay//Cell Proliferation Assay//Cell Cycle Assay//IHC		0.731059	Yes	Yes	RID00849
LDA0004057	DDX11	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RIP		0.731059	Yes	Yes	RID00848
LDA0004058	DDN-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID00846
LDA0004059	DDGC	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Transfection//Co-IP//CCK8//qRT-PCR//FISH//RIP//Luciferase Report Assay//Cell Cycle Assay//EdU Staining//IF		0.731059	Yes	Unknown	RID00845
LDA0004060	DCST1-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//RIP//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID00843
LDA0004061	DARS1-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//Wound Healing Assay//Tunel//qRT-PCR//Luciferase Report Assay//H&E Staining//Cell Proliferation Assay//Colony Formation Assay//Invasion Assay//Transwell Assay		0.731059	Yes	Yes	RID00837
LDA0004062	DARS1-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qPCR//Transwell Assay		0.731059	Yes	Yes	RID00837
LDA0004063	DARS1-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//CCK8//FISH//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Colony Formation Assay//EdU Staining		0.731059	Yes	Unknown	RID00837
LDA0004065	DANCR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID00836
LDA0004066	DANCR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay		0.731059	Yes	Yes	RID00836
LDA0004067	DANCR	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Flow Cytometry		0.731059	Yes	Unknown	RID00836
LDA0004069	DANCR	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay		0.731059	Yes	Yes	RID00836
LDA0004074	DANCR	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//CCK8//qRT-PCR//Luciferase Report Assay//ELISA		0.731059	Yes	Unknown	RID00836
LDA0004076	DARS1-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Migration Assay//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//BrdU//Colony Formation Assay//Invasion Assay		0.731059	Yes	Unknown	RID00837
LDA0004077	DANCR	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//qRT-PCR//RIP//ELISA//Transwell Assay		0.731059	Yes	Unknown	RID00836
LDA0004081	DANCR	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID00836
LDA0004082	DANCR	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay		0.731059	Yes	Unknown	RID00836
LDA0004084	DGCR5	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Yes	RID00872
LDA0004088	DLEU2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//RIP		0.731059	Yes	Yes	RID00892
LDA0004089	DLEU2	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID00892
LDA0004091	DLEU2	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//Migration Assay//CCK8//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Transwell Assay		0.731059	Yes	Unknown	RID00892
LDA0004092	DLEU2	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID00892
LDA0004093	DLEU2	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Wound Healing Assay//qRT-PCR//Luciferase Report Assay//IHC//IF		0.731059	Yes	Unknown	RID00892
LDA0004094	DLEU2	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//IHC//EdU Staining		0.731059	Yes	Unknown	RID00892
LDA0004095	DLEU2	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transwell Assay//Transfection//qRT-PCR//FISH//Luciferase Report Assay//Cell Proliferation Assay//Colony Formation Assay//ChIP		0.731059	Yes	Yes	RID00892
LDA0004097	DLEU2	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Migration Assay//qRT-PCR//Luciferase Report Assay//Invasion Assay//Transwell Assay		0.731059	Yes	Yes	RID00892
LDA0004098	DLEU2	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//IHC//Transwell Assay		0.731059	Yes	Unknown	RID00892
LDA0004101	DLEU1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//CCK8//qRT-PCR//Cell Cycle Assay//Colony Formation Assay		0.731059	Yes	Yes	RID00891
LDA0004102	DLEU1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//RIP//Transwell Assay		0.731059	Yes	Yes	RID00891
LDA0004103	DLEU1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//RIP		0.731059	Yes	Yes	RID00891
LDA0004104	DGCR5	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID00872
LDA0000989	GNAS-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//CCK8//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID01368
LDA0000995	GAS5	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//cell invasion assay//Luciferase Report Assay		0.731059	Yes	Yes	RID01327
LDA0001000	GAS5	LncRNA	Homo sapiens	Strong evidence	Western Blot//qRT-PCR//Cell Apoptosis Assay//Cell Proliferation Assay//Cell Cycle Assay//Transwell Assay		0.731059	Yes	Yes	RID01327
LDA0001001	GAS5-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID01328
LDA0001011	GAS5	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR		0.731059	Yes	Unknown	RID01327
LDA0001012	GAS5	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//RIP//MTT//Luciferase Report Assay		0.731059	Yes	Unknown	RID01327
LDA0001013	GAS5	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//ELISA		0.731059	Yes	Unknown	RID01327
LDA0001014	GAS5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Colony Formation Assay//RIP//qRT-PCR//Cell Apoptosis Assay//Cell Proliferation Assay//Cell Cycle Assay//IHC		0.731059	Yes	Unknown	RID01327
LDA0001022	GAPLINC	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID01325
LDA0001024	GAPLINC	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Transwell Assay		0.731059	Yes	Unknown	RID01325
LDA0001025	GAPLINC	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//qRT-PCR//MTT//Transwell Assay		0.731059	Yes	Yes	RID01325
LDA0001026	GAPLINC	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Transwell Assay//Western Blot		0.731059	Yes	Yes	RID01325
LDA0001027	GAPLINC	LncRNA	Homo sapiens	Strong evidence	Wound Healing Assay//EdU Staining//CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Invasion Assay//Transwell Assay		0.731059	Yes	Yes	RID01325
LDA0001028	GAPLINC	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//Wound Healing Assay//qRT-PCR//Luciferase Report Assay//Cell Proliferation Assay//IHC//Transwell Assay		0.731059	Yes	Unknown	RID01325
LDA0001029	GALNT5	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID01320
LDA0001030	GAL	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RNA Pull-Down//Western Blot		0.731059	Yes	Yes	RID01316
LDA0001031	GACAT3	LncRNA	Homo sapiens	Strong evidence	Western Blot//Migration Assay//CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Invasion Assay		0.731059	Yes	Yes	RID01315
LDA0001035	GAS5	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transfection//qRT-PCR//RIP//MTT//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID01327
LDA0001036	GAS5	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID01327
LDA0001037	GAS5	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Cell Apoptosis Assay		0.731059	Yes	Unknown	RID01327
LDA0001038	GAS5	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID01327
LDA0001040	GAS5	LncRNA	Homo sapiens	Strong evidence	Western Blot//qPCR//CCK8//RIP//Luciferase Report Assay//ELISA//IF		0.731059	Yes	Unknown	RID01327
LDA0001041	GAS5	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transfection//Tube Formation Assay//Wound Healing Assay//CCK8//Flow Cytometry//qRT-PCR//FISH//RIP//Luciferase Report Assay//EdU Staining//ChIP		0.731059	Yes	Unknown	RID01327
LDA0001042	GAS5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Cell Cycle Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID01327
LDA0001043	GAS5	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transfection//FISH//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Cell Proliferation Assay//Cell Cycle Assay//ChIP		0.731059	Yes	Unknown	RID01327
LDA0001044	GAS5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//FISH//qRT-PCR//RIP//Luciferase Report Assay//IHC		0.731059	Yes	Unknown	RID01327
LDA0001045	GAS5	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID01327
LDA0001046	GAS5	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Western Blot		0.731059	Yes	Unknown	RID01327
LDA0001047	GAS5	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Transfection//ELISA		0.731059	Yes	Unknown	RID01327
LDA0001048	GAS5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//CCK8//qRT-PCR//RIP//Flow Cytometry//Luciferase Report Assay//H&E Staining//IHC		0.731059	Yes	Unknown	RID01327
LDA0001049	GAS5	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Tunel//Flow Cytometry//RIP//qRT-PCR//Luciferase Report Assay//H&E Staining//ELISA		0.731059	Yes	Unknown	RID01327
LDA0001050	GAS5-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID01328
LDA0001051	GMDS-DT	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay		0.731059	Yes	Unknown	RID01366
LDA0001052	GIHCG	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID01356
LDA0001053	GIHCG	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID01356
LDA0001054	GIAT4RA	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//ISH//Co-IP//Migration Assay//CCK8//qRT-PCR//RIP//IHC//Invasion Assay		0.731059	Yes	Yes	RID01355
LDA0001055	GHSROS	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID01354
LDA0001056	GHSROS	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Migration Assay//qRT-PCR//Cell Proliferation Assay//IHC//Transwell Assay		0.731059	Yes	Unknown	RID01354
LDA0001057	GHRLOS	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Colony Formation Assay//ChIP		0.731059	Yes	Yes	RID01353
LDA0001059	GHET1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID01352
LDA0001060	GHET1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//MTT//Colony Formation Assay//Western Blot		0.731059	Yes	Yes	RID01352
LDA0001061	GHET1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Yes	Unknown	RID01352
LDA0001063	GHET1	LncRNA	Homo sapiens	Strong evidence	Wound Healing Assay//Flow Cytometry//qRT-PCR//CCK8//Transwell Assay		0.731059	Yes	Yes	RID01352
LDA0001064	GHET1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay//Flow Cytometry		0.731059	Yes	Unknown	RID01352
LDA0001065	GHET1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Flow Cytometry//Transwell Assay		0.731059	Yes	Yes	RID01352
LDA0001066	GFRA1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//qPCR//RIP//PCR//IP//ELISA//IF		0.731059	Yes	Unknown	RID01350
LDA0001067	GDNFOS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Transwell Assay//Western Blot		0.731059	Yes	Unknown	RID01347
LDA0001068	GIHCG	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//FISH		0.731059	Yes	Yes	RID01356
LDA0001069	GIHCG	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Flow Cytometry//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay		0.731059	Yes	Unknown	RID01356
LDA0001070	GAS6	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Colony Formation Assay//CCK8//qRT-PCR//IHC//Transwell Assay		0.731059	Yes	Yes	RID01329
LDA0001071	GIHCG	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay		0.731059	Yes	Yes	RID01356
LDA0001073	Gm47283	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID01421
LDA0001074	Gm44593	LncRNA	Homo sapiens	Strong evidence	Transfection//Tunel//RIP//qRT-PCR//Luciferase Report Assay//Cell Proliferation Assay		0.731059	Yes	Unknown	RID01420
LDA0001075	GM18840	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//RIP//qRT-PCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID01365
LDA0001077	Gm15290	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//CCK8//qRT-PCR//Transwell Assay		0.731059	Yes	Unknown	RID01416
LDA0001084	GLS-AS	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Northern Blot//Co-IP//RIP//FISH//Luciferase Report Assay//ChIP		0.731059	Yes	Unknown	RID01363
LDA0001085	GLIS2	LncRNA	Homo sapiens	Strong evidence	Western Blot//ISH//qPCR//FISH//PCR//IF		0.731059	Yes	Unknown	RID01361
LDA0001086	GLIDR	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transfection//CCK8//qRT-PCR//Flow Cytometry//FISH//RIP//Luciferase Report Assay//Colony Formation Assay//EdU Staining		0.731059	Yes	Unknown	RID01360
LDA0001087	GK-IT1	LncRNA	Homo sapiens	Strong evidence	Migration Assay//CCK8//qRT-PCR//FISH//Flow Cytometry//Invasion Assay		0.731059	Yes	Yes	RID01358
LDA0001088	GIHCG	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID01356
LDA0001089	GIHCG	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//EdU Staining		0.731059	Yes	Yes	RID01356
LDA0001090	GIHCG	LncRNA	Homo sapiens	Strong evidence	CCK8//RIP//EdU Staining//Flow Cytometry		0.731059	Yes	Yes	RID01356
LDA0001091	GCC2-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//FISH//Transwell Assay		0.731059	Yes	Yes	RID01345
LDA0001092	GAU1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID01342
LDA0001093	GATD3	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Yes	RID01341
LDA0001094	GASAL1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Western Blot		0.731059	Yes	Yes	RID01335
LDA0001095	GASAL1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Transwell Assay		0.731059	Yes	Unknown	RID01335
LDA0001097	GAS8-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID01334
LDA0001098	GAS8-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//qRT-PCR//RIP//MTT//Colony Formation Assay//EdU Staining//Transwell Assay		0.731059	Yes	Yes	RID01334
LDA0001099	GAS8-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//qRT-PCR//Cell Proliferation Assay//Invasion Assay//Transwell Assay		0.731059	Yes	Unknown	RID01334
LDA0001100	GAS8-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//IHC		0.731059	Yes	Yes	RID01334
LDA0001101	GAS8-AS	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR		0.731059	Yes	Unknown	RID01333
LDA0001102	GAS6-DT	LncRNA	Homo sapiens	Strong evidence	Migration Assay//CCK8//qRT-PCR//Invasion Assay//Transwell Assay		0.731059	Yes	Yes	RID01332
LDA0001103	GAS6-DT	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID01332
LDA0001104	GAS6-DT	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//RIP//qRT-PCR//MTT//Luciferase Report Assay//Cell Cycle Assay//Transwell Assay		0.731059	Yes	Unknown	RID01332
LDA0001105	GAS6-DT	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay//EdU Staining//ChIP		0.731059	Yes	Yes	RID01332
LDA0001106	GAS6-DT	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Transfection//CCK8//qRT-PCR//Flow Cytometry//RIP//Colony Formation Assay//EdU Staining		0.731059	Yes	Unknown	RID01332
LDA0001107	GAS6-DT	LncRNA	Homo sapiens	Strong evidence	CCK8//ELISA//qPCR//Western Blot		0.731059	Yes	Yes	RID01332
LDA0001108	GAS6-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//RIP//Luciferase Report Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID01331
LDA0001109	GAS6-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//qRT-PCR//RIP//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID01331
