id	MMU	HSAlifted	HSAlifted_cov	HSA	MMUlifted	MMUlifted_cov
ENSMUSG00000101227.3_ENSG00000223765.4	ENSMUSG00000101227.3	ENSG00000223765.4	0.335	ENSG00000223765.4	ENSMUSG00000101227.3	0.143
ENSMUSG00000101237.2_ENSG00000225446.4	ENSMUSG00000101237.2	ENSG00000225446.4	0.602	ENSG00000225446.4	ENSMUSG00000101237.2	0.966
ENSMUSG00000101295.2_ENSG00000225084.2	ENSMUSG00000101295.2	ENSG00000225084.2	0.491	ENSG00000225084.2	ENSMUSG00000101295.2	0.516
ENSMUSG00000101314.3_ENSG00000253479.7	ENSMUSG00000101314.3	ENSG00000253479.7	0.331	ENSG00000253479.7	ENSMUSG00000101314.3	0.773
ENSMUSG00000101320.2_ENSG00000233825.1	ENSMUSG00000101320.2	ENSG00000233825.1	0.997	ENSG00000233825.1	ENSMUSG00000101320.2	0.627
ENSMUSG00000101356.4_ENSG00000250432.6	ENSMUSG00000101356.4	ENSG00000250432.6	0.277	ENSG00000250432.6	ENSMUSG00000101356.4	0.249
ENSMUSG00000101394.2_ENSG00000259345.8	ENSMUSG00000101394.2	ENSG00000259345.8	0.175	ENSG00000259345.8	ENSMUSG00000101394.2	0.479
ENSMUSG00000101416.2_ENSG00000249776.6	ENSMUSG00000101416.2	ENSG00000249776.6	0.294	ENSG00000249776.6	ENSMUSG00000101416.2	0.541
ENSMUSG00000101445.2_ENSG00000276012.1	ENSMUSG00000101445.2	ENSG00000276012.1	0.536	ENSG00000276012.1	ENSMUSG00000101445.2	0.652
ENSMUSG00000101448.2_ENSG00000259639.7	ENSMUSG00000101448.2	ENSG00000259639.7	0.180	ENSG00000259639.7	ENSMUSG00000101448.2	0.183
ENSMUSG00000101555.2_ENSG00000259238.1	ENSMUSG00000101555.2	ENSG00000259238.1	0.676	ENSG00000259238.1	ENSMUSG00000101555.2	0.173
ENSMUSG00000101606.2_ENSG00000251574.9	ENSMUSG00000101606.2	ENSG00000251574.9	0.178	ENSG00000251574.9	ENSMUSG00000101606.2	0.281
ENSMUSG00000101609.5_ENSG00000269821.2	ENSMUSG00000101609.5	ENSG00000269821.2	0.116	ENSG00000269821.2	ENSMUSG00000101609.5	0.105
ENSMUSG00000101621.4_ENSG00000233452.10	ENSMUSG00000101621.4	ENSG00000233452.10	0.089	ENSG00000233452.10	ENSMUSG00000101621.4	0.111
ENSMUSG00000101693.3_ENSG00000231691.2	ENSMUSG00000101693.3	ENSG00000231691.2	0.884	ENSG00000231691.2	ENSMUSG00000101693.3	0.396
ENSMUSG00000101700.2_ENSG00000226856.10	ENSMUSG00000101700.2	ENSG00000226856.10	0.253	ENSG00000226856.10	ENSMUSG00000101700.2	1.0
ENSMUSG00000101799.3_ENSG00000233766.9	ENSMUSG00000101799.3	ENSG00000233766.9	0.139	ENSG00000233766.9	ENSMUSG00000101799.3	0.284
ENSMUSG00000101840.3_ENSG00000230432.2	ENSMUSG00000101840.3	ENSG00000230432.2	0.246	ENSG00000230432.2	ENSMUSG00000101840.3	0.357
ENSMUSG00000101869.3_ENSG00000224286.7	ENSMUSG00000101869.3	ENSG00000224286.7	0.539	ENSG00000224286.7	ENSMUSG00000101869.3	0.879
ENSMUSG00000101872.2_ENSG00000238018.2	ENSMUSG00000101872.2	ENSG00000238018.2	0.602	ENSG00000238018.2	ENSMUSG00000101872.2	0.772
ENSMUSG00000101899.2_ENSG00000226903.4	ENSMUSG00000101899.2	ENSG00000226903.4	0.206	ENSG00000226903.4	ENSMUSG00000101899.2	0.858
ENSMUSG00000101905.3_ENSG00000273062.1	ENSMUSG00000101905.3	ENSG00000273062.1	0.360	ENSG00000273062.1	ENSMUSG00000101905.3	0.209
ENSMUSG00000101969.4_ENSG00000236013.9	ENSMUSG00000101969.4	ENSG00000236013.9	0.147	ENSG00000236013.9	ENSMUSG00000101969.4	0.082
ENSMUSG00000101970.11_ENSG00000272888.9	ENSMUSG00000101970.11	ENSG00000272888.9	0.268	ENSG00000272888.9	ENSMUSG00000101970.11	0.722
ENSMUSG00000102014.3_ENSG00000224043.10	ENSMUSG00000102014.3	ENSG00000224043.10	0.089	ENSG00000224043.10	ENSMUSG00000102014.3	0.078
ENSMUSG00000102020.2_ENSG00000224583.1	ENSMUSG00000102020.2	ENSG00000224583.1	0.360	ENSG00000224583.1	ENSMUSG00000102020.2	0.478
ENSMUSG00000102062.3_ENSG00000295678.1	ENSMUSG00000102062.3	ENSG00000295678.1	0.675	ENSG00000295678.1	ENSMUSG00000102062.3	0.642
ENSMUSG00000102067.3_ENSG00000250195.2	ENSMUSG00000102067.3	ENSG00000250195.2	0.320	ENSG00000250195.2	ENSMUSG00000102067.3	0.397
ENSMUSG00000102101.3_ENSG00000256628.5	ENSMUSG00000102101.3	ENSG00000256628.5	0.255	ENSG00000256628.5	ENSMUSG00000102101.3	0.382
ENSMUSG00000102124.3_ENSG00000255323.7	ENSMUSG00000102124.3	ENSG00000255323.7	0.398	ENSG00000255323.7	ENSMUSG00000102124.3	0.084
ENSMUSG00000102158.3_ENSG00000257551.2	ENSMUSG00000102158.3	ENSG00000257551.2	0.527	ENSG00000257551.2	ENSMUSG00000102158.3	0.470
ENSMUSG00000102191.4_ENSG00000248429.6	ENSMUSG00000102191.4	ENSG00000248429.6	0.200	ENSG00000248429.6	ENSMUSG00000102191.4	0.337
ENSMUSG00000102548.3_ENSG00000229588.4	ENSMUSG00000102548.3	ENSG00000229588.4	0.168	ENSG00000229588.4	ENSMUSG00000102548.3	0.093
ENSMUSG00000102852.3_ENSG00000227373.7	ENSMUSG00000102852.3	ENSG00000227373.7	0.115	ENSG00000227373.7	ENSMUSG00000102852.3	0.452
ENSMUSG00000102885.3_ENSG00000287531.1	ENSMUSG00000102885.3	ENSG00000287531.1	0.531	ENSG00000287531.1	ENSMUSG00000102885.3	0.195
ENSMUSG00000103108.3_ENSG00000290319.2	ENSMUSG00000103108.3	ENSG00000290319.2	0.251	ENSG00000290319.2	ENSMUSG00000103108.3	0.839
ENSMUSG00000103217.3_ENSG00000288234.2	ENSMUSG00000103217.3	ENSG00000288234.2	0.229	ENSG00000288234.2	ENSMUSG00000103217.3	0.642
ENSMUSG00000103400.3_ENSG00000295111.1	ENSMUSG00000103400.3	ENSG00000295111.1	0.206	ENSG00000295111.1	ENSMUSG00000103400.3	0.064
ENSMUSG00000103655.3_ENSG00000308003.1	ENSMUSG00000103655.3	ENSG00000308003.1	0.141	ENSG00000308003.1	ENSMUSG00000103655.3	0.227
ENSMUSG00000103956.2_ENSG00000294471.1	ENSMUSG00000103956.2	ENSG00000294471.1	0.590	ENSG00000294471.1	ENSMUSG00000103956.2	0.903
ENSMUSG00000104077.4_ENSG00000289071.3	ENSMUSG00000104077.4	ENSG00000289071.3	0.337	ENSG00000289071.3	ENSMUSG00000104077.4	0.966
ENSMUSG00000104106.3_ENSG00000235020.6	ENSMUSG00000104106.3	ENSG00000235020.6	0.170	ENSG00000235020.6	ENSMUSG00000104106.3	0.316
ENSMUSG00000104109.3_ENSG00000308917.1	ENSMUSG00000104109.3	ENSG00000308917.1	0.480	ENSG00000308917.1	ENSMUSG00000104109.3	0.109
ENSMUSG00000104168.4_ENSG00000270049.5	ENSMUSG00000104168.4	ENSG00000270049.5	0.121	ENSG00000270049.5	ENSMUSG00000104168.4	0.181
ENSMUSG00000104222.3_ENSG00000260032.3	ENSMUSG00000104222.3	ENSG00000260032.3	0.372	ENSG00000260032.3	ENSMUSG00000104222.3	0.593
ENSMUSG00000104861.3_ENSG00000186960.15	ENSMUSG00000104861.3	ENSG00000186960.15	0.363	ENSG00000186960.15	ENSMUSG00000104861.3	0.213
ENSMUSG00000104960.4_ENSG00000269893.11	ENSMUSG00000104960.4	ENSG00000269893.11	0.081	ENSG00000269893.11	ENSMUSG00000104960.4	0.057
ENSMUSG00000105265.8_ENSG00000242808.13	ENSMUSG00000105265.8	ENSG00000242808.13	0.251	ENSG00000242808.13	ENSMUSG00000105265.8	0.196
ENSMUSG00000105350.4_ENSG00000284738.3	ENSMUSG00000105350.4	ENSG00000284738.3	0.222	ENSG00000284738.3	ENSMUSG00000105350.4	0.508
ENSMUSG00000105509.3_ENSG00000294279.1	ENSMUSG00000105509.3	ENSG00000294279.1	0.374	ENSG00000294279.1	ENSMUSG00000105509.3	0.234
ENSMUSG00000105676.3_ENSG00000245322.9	ENSMUSG00000105676.3	ENSG00000245322.9	0.106	ENSG00000245322.9	ENSMUSG00000105676.3	0.239
ENSMUSG00000105816.6_ENSG00000288691.2	ENSMUSG00000105816.6	ENSG00000288691.2	0.166	ENSG00000288691.2	ENSMUSG00000105816.6	0.323
ENSMUSG00000105912.3_ENSG00000249699.2	ENSMUSG00000105912.3	ENSG00000249699.2	0.200	ENSG00000249699.2	ENSMUSG00000105912.3	0.268
ENSMUSG00000106060.3_ENSG00000279440.1	ENSMUSG00000106060.3	ENSG00000279440.1	0.188	ENSG00000279440.1	ENSMUSG00000106060.3	0.291
ENSMUSG00000106086.3_ENSG00000232021.10	ENSMUSG00000106086.3	ENSG00000232021.10	0.436	ENSG00000232021.10	ENSMUSG00000106086.3	0.685
ENSMUSG00000106441.4_ENSG00000249464.8	ENSMUSG00000106441.4	ENSG00000249464.8	0.108	ENSG00000249464.8	ENSMUSG00000106441.4	0.088
ENSMUSG00000106483.3_ENSG00000287406.2	ENSMUSG00000106483.3	ENSG00000287406.2	0.589	ENSG00000287406.2	ENSMUSG00000106483.3	0.815
ENSMUSG00000106492.4_ENSG00000180769.10	ENSMUSG00000106492.4	ENSG00000180769.10	0.101	ENSG00000180769.10	ENSMUSG00000106492.4	0.252
ENSMUSG00000106525.3_ENSG00000239381.8	ENSMUSG00000106525.3	ENSG00000239381.8	0.380	ENSG00000239381.8	ENSMUSG00000106525.3	0.487
ENSMUSG00000106985.3_ENSG00000245067.9	ENSMUSG00000106985.3	ENSG00000245067.9	0.195	ENSG00000245067.9	ENSMUSG00000106985.3	0.682
ENSMUSG00000107132.3_ENSG00000304148.1	ENSMUSG00000107132.3	ENSG00000304148.1	0.233	ENSG00000304148.1	ENSMUSG00000107132.3	0.364
ENSMUSG00000107237.3_ENSG00000255618.3	ENSMUSG00000107237.3	ENSG00000255618.3	0.154	ENSG00000255618.3	ENSMUSG00000107237.3	0.085
ENSMUSG00000107301.3_ENSG00000251185.2	ENSMUSG00000107301.3	ENSG00000251185.2	0.162	ENSG00000251185.2	ENSMUSG00000107301.3	0.227
ENSMUSG00000107579.3_ENSG00000239454.1	ENSMUSG00000107579.3	ENSG00000239454.1	0.618	ENSG00000239454.1	ENSMUSG00000107579.3	0.124
ENSMUSG00000107682.3_ENSG00000289327.3	ENSMUSG00000107682.3	ENSG00000289327.3	0.371	ENSG00000289327.3	ENSMUSG00000107682.3	0.456
ENSMUSG00000107859.3_ENSG00000283010.2	ENSMUSG00000107859.3	ENSG00000283010.2	0.762	ENSG00000283010.2	ENSMUSG00000107859.3	0.558
ENSMUSG00000108010.3_ENSG00000244300.4	ENSMUSG00000108010.3	ENSG00000244300.4	0.380	ENSG00000244300.4	ENSMUSG00000108010.3	0.141
ENSMUSG00000108025.3_ENSG00000300422.1	ENSMUSG00000108025.3	ENSG00000300422.1	0.728	ENSG00000300422.1	ENSMUSG00000108025.3	0.082
ENSMUSG00000108242.2_ENSG00000248511.2	ENSMUSG00000108242.2	ENSG00000248511.2	0.108	ENSG00000248511.2	ENSMUSG00000108242.2	0.313
ENSMUSG00000108351.3_ENSG00000283213.2	ENSMUSG00000108351.3	ENSG00000283213.2	0.568	ENSG00000283213.2	ENSMUSG00000108351.3	0.159
ENSMUSG00000108414.4_ENSG00000255717.10	ENSMUSG00000108414.4	ENSG00000255717.10	0.142	ENSG00000255717.10	ENSMUSG00000108414.4	0.275
ENSMUSG00000108563.3_ENSG00000294839.1	ENSMUSG00000108563.3	ENSG00000294839.1	0.868	ENSG00000294839.1	ENSMUSG00000108563.3	0.652
ENSMUSG00000108617.3_ENSG00000259952.1	ENSMUSG00000108617.3	ENSG00000259952.1	1.0	ENSG00000259952.1	ENSMUSG00000108617.3	0.066
ENSMUSG00000108668.4_ENSG00000299307.1	ENSMUSG00000108668.4	ENSG00000299307.1	0.540	ENSG00000299307.1	ENSMUSG00000108668.4	0.208
ENSMUSG00000109084.3_ENSG00000294610.1	ENSMUSG00000109084.3	ENSG00000294610.1	0.641	ENSG00000294610.1	ENSMUSG00000109084.3	0.104
ENSMUSG00000109097.4_ENSG00000259275.6	ENSMUSG00000109097.4	ENSG00000259275.6	0.175	ENSG00000259275.6	ENSMUSG00000109097.4	0.668
ENSMUSG00000109128.3_ENSG00000295389.1	ENSMUSG00000109128.3	ENSG00000295389.1	0.180	ENSG00000295389.1	ENSMUSG00000109128.3	0.491
ENSMUSG00000109333.3_ENSG00000229425.6	ENSMUSG00000109333.3	ENSG00000229425.6	0.132	ENSG00000229425.6	ENSMUSG00000109333.3	0.233
ENSMUSG00000109338.4_ENSG00000288536.2	ENSMUSG00000109338.4	ENSG00000288536.2	0.311	ENSG00000288536.2	ENSMUSG00000109338.4	0.224
ENSMUSG00000109364.2_ENSG00000275322.2	ENSMUSG00000109364.2	ENSG00000275322.2	0.938	ENSG00000275322.2	ENSMUSG00000109364.2	0.993
ENSMUSG00000109436.3_ENSG00000303331.1	ENSMUSG00000109436.3	ENSG00000303331.1	0.327	ENSG00000303331.1	ENSMUSG00000109436.3	0.126
ENSMUSG00000109532.3_ENSG00000309506.1	ENSMUSG00000109532.3	ENSG00000309506.1	0.411	ENSG00000309506.1	ENSMUSG00000109532.3	0.308
ENSMUSG00000109604.3_ENSG00000309152.1	ENSMUSG00000109604.3	ENSG00000309152.1	0.780	ENSG00000309152.1	ENSMUSG00000109604.3	0.221
ENSMUSG00000109780.3_ENSG00000308209.1	ENSMUSG00000109780.3	ENSG00000308209.1	0.156	ENSG00000308209.1	ENSMUSG00000109780.3	0.306
ENSMUSG00000109783.2_ENSG00000283175.2	ENSMUSG00000109783.2	ENSG00000283175.2	0.175	ENSG00000283175.2	ENSMUSG00000109783.2	0.099
ENSMUSG00000109844.4_ENSG00000256717.2	ENSMUSG00000109844.4	ENSG00000256717.2	0.184	ENSG00000256717.2	ENSMUSG00000109844.4	0.308
ENSMUSG00000109868.4_ENSG00000261227.3	ENSMUSG00000109868.4	ENSG00000261227.3	0.767	ENSG00000261227.3	ENSMUSG00000109868.4	0.435
ENSMUSG00000109898.3_ENSG00000280953.3	ENSMUSG00000109898.3	ENSG00000280953.3	0.320	ENSG00000280953.3	ENSMUSG00000109898.3	0.488
ENSMUSG00000110015.3_ENSG00000251191.9	ENSMUSG00000110015.3	ENSG00000251191.9	0.076	ENSG00000251191.9	ENSMUSG00000110015.3	0.352
ENSMUSG00000110017.3_ENSG00000253361.4	ENSMUSG00000110017.3	ENSG00000253361.4	0.097	ENSG00000253361.4	ENSMUSG00000110017.3	0.118
ENSMUSG00000110023.3_ENSG00000283423.2	ENSMUSG00000110023.3	ENSG00000283423.2	0.761	ENSG00000283423.2	ENSMUSG00000110023.3	0.086
ENSMUSG00000110101.3_ENSG00000289087.2	ENSMUSG00000110101.3	ENSG00000289087.2	0.364	ENSG00000289087.2	ENSMUSG00000110101.3	0.080
ENSMUSG00000110223.2_ENSG00000254302.3	ENSMUSG00000110223.2	ENSG00000254302.3	0.242	ENSG00000254302.3	ENSMUSG00000110223.2	0.756
ENSMUSG00000110692.3_ENSG00000272282.2	ENSMUSG00000110692.3	ENSG00000272282.2	0.129	ENSG00000272282.2	ENSMUSG00000110692.3	0.349
ENSMUSG00000110750.3_ENSG00000255435.8	ENSMUSG00000110750.3	ENSG00000255435.8	0.300	ENSG00000255435.8	ENSMUSG00000110750.3	0.707
ENSMUSG00000110773.3_ENSG00000255384.2	ENSMUSG00000110773.3	ENSG00000255384.2	0.421	ENSG00000255384.2	ENSMUSG00000110773.3	0.603
ENSMUSG00000110821.2_ENSG00000259362.2	ENSMUSG00000110821.2	ENSG00000259362.2	0.078	ENSG00000259362.2	ENSMUSG00000110821.2	0.890
ENSMUSG00000110916.3_ENSG00000254968.9	ENSMUSG00000110916.3	ENSG00000254968.9	0.132	ENSG00000254968.9	ENSMUSG00000110916.3	0.098
ENSMUSG00000111082.4_ENSG00000254873.2	ENSMUSG00000111082.4	ENSG00000254873.2	0.453	ENSG00000254873.2	ENSMUSG00000111082.4	0.069
ENSMUSG00000111110.3_ENSG00000308225.1	ENSMUSG00000111110.3	ENSG00000308225.1	0.805	ENSG00000308225.1	ENSMUSG00000111110.3	0.206
ENSMUSG00000111246.2_ENSG00000233220.4	ENSMUSG00000111246.2	ENSG00000233220.4	0.168	ENSG00000233220.4	ENSMUSG00000111246.2	0.269
ENSMUSG00000111334.3_ENSG00000254854.2	ENSMUSG00000111334.3	ENSG00000254854.2	0.357	ENSG00000254854.2	ENSMUSG00000111334.3	0.247
ENSMUSG00000111521.3_ENSG00000304501.1	ENSMUSG00000111521.3	ENSG00000304501.1	0.289	ENSG00000304501.1	ENSMUSG00000111521.3	0.619
ENSMUSG00000111531.3_ENSG00000283422.2	ENSMUSG00000111531.3	ENSG00000283422.2	0.093	ENSG00000283422.2	ENSMUSG00000111531.3	0.194
ENSMUSG00000111602.3_ENSG00000282728.2	ENSMUSG00000111602.3	ENSG00000282728.2	0.131	ENSG00000282728.2	ENSMUSG00000111602.3	0.064
ENSMUSG00000111639.3_ENSG00000283849.1	ENSMUSG00000111639.3	ENSG00000283849.1	0.422	ENSG00000283849.1	ENSMUSG00000111639.3	0.178
ENSMUSG00000111866.2_ENSG00000301991.1	ENSMUSG00000111866.2	ENSG00000301991.1	0.204	ENSG00000301991.1	ENSMUSG00000111866.2	0.084
ENSMUSG00000111907.3_ENSG00000304178.1	ENSMUSG00000111907.3	ENSG00000304178.1	0.877	ENSG00000304178.1	ENSMUSG00000111907.3	0.284
ENSMUSG00000111947.3_ENSG00000306812.1	ENSMUSG00000111947.3	ENSG00000306812.1	0.241	ENSG00000306812.1	ENSMUSG00000111947.3	0.345
ENSMUSG00000112117.4_ENSG00000255794.12	ENSMUSG00000112117.4	ENSG00000255794.12	0.853	ENSG00000255794.12	ENSMUSG00000112117.4	0.686
ENSMUSG00000112150.2_ENSG00000276116.3	ENSMUSG00000112150.2	ENSG00000276116.3	0.210	ENSG00000276116.3	ENSMUSG00000112150.2	0.150
ENSMUSG00000112164.3_ENSG00000257585.2	ENSMUSG00000112164.3	ENSG00000257585.2	0.197	ENSG00000257585.2	ENSMUSG00000112164.3	0.140
ENSMUSG00000112211.4_ENSG00000295321.1	ENSMUSG00000112211.4	ENSG00000295321.1	0.545	ENSG00000295321.1	ENSMUSG00000112211.4	0.232
ENSMUSG00000112302.2_ENSG00000258561.3	ENSMUSG00000112302.2	ENSG00000258561.3	0.195	ENSG00000258561.3	ENSMUSG00000112302.2	0.098
ENSMUSG00000112336.3_ENSG00000259062.3	ENSMUSG00000112336.3	ENSG00000259062.3	0.200	ENSG00000259062.3	ENSMUSG00000112336.3	0.619
ENSMUSG00000112343.4_ENSG00000229415.11	ENSMUSG00000112343.4	ENSG00000229415.11	0.124	ENSG00000229415.11	ENSMUSG00000112343.4	0.360
ENSMUSG00000112346.3_ENSG00000270344.5	ENSMUSG00000112346.3	ENSG00000270344.5	0.140	ENSG00000270344.5	ENSMUSG00000112346.3	0.299
ENSMUSG00000112353.3_ENSG00000258107.4	ENSMUSG00000112353.3	ENSG00000258107.4	0.383	ENSG00000258107.4	ENSMUSG00000112353.3	0.316
ENSMUSG00000112397.4_ENSG00000227954.8	ENSMUSG00000112397.4	ENSG00000227954.8	0.216	ENSG00000227954.8	ENSMUSG00000112397.4	0.421
ENSMUSG00000112558.3_ENSG00000238280.3	ENSMUSG00000112558.3	ENSG00000238280.3	0.340	ENSG00000238280.3	ENSMUSG00000112558.3	0.085
ENSMUSG00000112587.3_ENSG00000226571.3	ENSMUSG00000112587.3	ENSG00000226571.3	0.095	ENSG00000226571.3	ENSMUSG00000112587.3	0.144
ENSMUSG00000112694.3_ENSG00000303692.1	ENSMUSG00000112694.3	ENSG00000303692.1	0.645	ENSG00000303692.1	ENSMUSG00000112694.3	0.135
ENSMUSG00000112763.4_ENSG00000257126.7	ENSMUSG00000112763.4	ENSG00000257126.7	0.324	ENSG00000257126.7	ENSMUSG00000112763.4	0.197
ENSMUSG00000112934.3_ENSG00000296090.1	ENSMUSG00000112934.3	ENSG00000296090.1	0.380	ENSG00000296090.1	ENSMUSG00000112934.3	0.718
ENSMUSG00000113121.3_ENSG00000249865.2	ENSMUSG00000113121.3	ENSG00000249865.2	0.122	ENSG00000249865.2	ENSMUSG00000113121.3	0.136
ENSMUSG00000113488.3_ENSG00000273565.3	ENSMUSG00000113488.3	ENSG00000273565.3	0.570	ENSG00000273565.3	ENSMUSG00000113488.3	0.345
ENSMUSG00000113581.4_ENSG00000258498.11	ENSMUSG00000113581.4	ENSG00000258498.11	0.100	ENSG00000258498.11	ENSMUSG00000113581.4	0.150
ENSMUSG00000113585.4_ENSG00000259088.2	ENSMUSG00000113585.4	ENSG00000259088.2	0.085	ENSG00000259088.2	ENSMUSG00000113585.4	0.102
ENSMUSG00000113654.4_ENSG00000232006.10	ENSMUSG00000113654.4	ENSG00000232006.10	0.074	ENSG00000232006.10	ENSMUSG00000113654.4	0.284
ENSMUSG00000113669.4_ENSG00000299558.1	ENSMUSG00000113669.4	ENSG00000299558.1	0.126	ENSG00000299558.1	ENSMUSG00000113669.4	0.080
ENSMUSG00000113689.3_ENSG00000295463.1	ENSMUSG00000113689.3	ENSG00000295463.1	0.316	ENSG00000295463.1	ENSMUSG00000113689.3	0.103
ENSMUSG00000113710.3_ENSG00000197322.5	ENSMUSG00000113710.3	ENSG00000197322.5	0.186	ENSG00000197322.5	ENSMUSG00000113710.3	0.136
ENSMUSG00000113735.3_ENSG00000290030.2	ENSMUSG00000113735.3	ENSG00000290030.2	0.377	ENSG00000290030.2	ENSMUSG00000113735.3	0.185
ENSMUSG00000113960.3_ENSG00000224116.7	ENSMUSG00000113960.3	ENSG00000224116.7	0.072	ENSG00000224116.7	ENSMUSG00000113960.3	0.188
ENSMUSG00000114082.3_ENSG00000229533.1	ENSMUSG00000114082.3	ENSG00000229533.1	0.814	ENSG00000229533.1	ENSMUSG00000114082.3	0.474
ENSMUSG00000114208.3_ENSG00000302353.1	ENSMUSG00000114208.3	ENSG00000302353.1	0.493	ENSG00000302353.1	ENSMUSG00000114208.3	0.784
ENSMUSG00000114249.3_ENSG00000285717.1	ENSMUSG00000114249.3	ENSG00000285717.1	0.070	ENSG00000285717.1	ENSMUSG00000114249.3	0.110
ENSMUSG00000114255.2_ENSG00000248898.5	ENSMUSG00000114255.2	ENSG00000248898.5	0.083	ENSG00000248898.5	ENSMUSG00000114255.2	0.262
ENSMUSG00000114369.4_ENSG00000299874.1	ENSMUSG00000114369.4	ENSG00000299874.1	0.684	ENSG00000299874.1	ENSMUSG00000114369.4	0.204
ENSMUSG00000114401.4_ENSG00000289274.2	ENSMUSG00000114401.4	ENSG00000289274.2	0.669	ENSG00000289274.2	ENSMUSG00000114401.4	0.319
ENSMUSG00000114493.5_ENSG00000224186.8	ENSMUSG00000114493.5	ENSG00000224186.8	0.156	ENSG00000224186.8	ENSMUSG00000114493.5	0.111
ENSMUSG00000114522.3_ENSG00000251361.2	ENSMUSG00000114522.3	ENSG00000251361.2	0.205	ENSG00000251361.2	ENSMUSG00000114522.3	0.094
ENSMUSG00000114525.3_ENSG00000300630.1	ENSMUSG00000114525.3	ENSG00000300630.1	0.481	ENSG00000300630.1	ENSMUSG00000114525.3	0.260
ENSMUSG00000114554.3_ENSG00000248323.9	ENSMUSG00000114554.3	ENSG00000248323.9	0.097	ENSG00000248323.9	ENSMUSG00000114554.3	0.183
ENSMUSG00000114680.3_ENSG00000309740.1	ENSMUSG00000114680.3	ENSG00000309740.1	0.538	ENSG00000309740.1	ENSMUSG00000114680.3	0.482
ENSMUSG00000114826.4_ENSG00000285205.2	ENSMUSG00000114826.4	ENSG00000285205.2	0.874	ENSG00000285205.2	ENSMUSG00000114826.4	0.921
ENSMUSG00000114841.3_ENSG00000285219.5	ENSMUSG00000114841.3	ENSG00000285219.5	0.149	ENSG00000285219.5	ENSMUSG00000114841.3	0.338
ENSMUSG00000114936.2_ENSG00000285278.2	ENSMUSG00000114936.2	ENSG00000285278.2	0.890	ENSG00000285278.2	ENSMUSG00000114936.2	0.963
ENSMUSG00000114937.3_ENSG00000310418.1	ENSMUSG00000114937.3	ENSG00000310418.1	0.682	ENSG00000310418.1	ENSMUSG00000114937.3	0.142
ENSMUSG00000115146.2_ENSG00000233124.3	ENSMUSG00000115146.2	ENSG00000233124.3	0.065	ENSG00000233124.3	ENSMUSG00000115146.2	0.228
ENSMUSG00000115263.3_ENSG00000286757.5	ENSMUSG00000115263.3	ENSG00000286757.5	0.312	ENSG00000286757.5	ENSMUSG00000115263.3	0.102
ENSMUSG00000115266.3_ENSG00000303929.1	ENSMUSG00000115266.3	ENSG00000303929.1	0.447	ENSG00000303929.1	ENSMUSG00000115266.3	0.331
ENSMUSG00000115271.3_ENSG00000307853.1	ENSMUSG00000115271.3	ENSG00000307853.1	0.346	ENSG00000307853.1	ENSMUSG00000115271.3	0.529
ENSMUSG00000115398.4_ENSG00000286257.3	ENSMUSG00000115398.4	ENSG00000286257.3	0.342	ENSG00000286257.3	ENSMUSG00000115398.4	0.457
ENSMUSG00000115410.2_ENSG00000307190.1	ENSMUSG00000115410.2	ENSG00000307190.1	0.956	ENSG00000307190.1	ENSMUSG00000115410.2	0.863
ENSMUSG00000115420.2_ENSG00000303858.1	ENSMUSG00000115420.2	ENSG00000303858.1	0.889	ENSG00000303858.1	ENSMUSG00000115420.2	0.889
ENSMUSG00000115422.3_ENSG00000305264.1	ENSMUSG00000115422.3	ENSG00000305264.1	0.224	ENSG00000305264.1	ENSMUSG00000115422.3	0.288
ENSMUSG00000115424.4_ENSG00000296474.1	ENSMUSG00000115424.4	ENSG00000296474.1	0.299	ENSG00000296474.1	ENSMUSG00000115424.4	0.246
ENSMUSG00000115454.3_ENSG00000178107.3	ENSMUSG00000115454.3	ENSG00000178107.3	0.244	ENSG00000178107.3	ENSMUSG00000115454.3	0.230
ENSMUSG00000115456.3_ENSG00000283959.3	ENSMUSG00000115456.3	ENSG00000283959.3	0.175	ENSG00000283959.3	ENSMUSG00000115456.3	0.348
ENSMUSG00000115821.3_ENSG00000235532.3	ENSMUSG00000115821.3	ENSG00000235532.3	0.083	ENSG00000235532.3	ENSMUSG00000115821.3	0.065
ENSMUSG00000116033.3_ENSG00000257346.2	ENSMUSG00000116033.3	ENSG00000257346.2	0.468	ENSG00000257346.2	ENSMUSG00000116033.3	0.854
ENSMUSG00000116256.3_ENSG00000297902.1	ENSMUSG00000116256.3	ENSG00000297902.1	0.336	ENSG00000297902.1	ENSMUSG00000116256.3	0.114
ENSMUSG00000116262.2_ENSG00000299971.1	ENSMUSG00000116262.2	ENSG00000299971.1	0.906	ENSG00000299971.1	ENSMUSG00000116262.2	0.707
ENSMUSG00000116305.4_ENSG00000197182.17	ENSMUSG00000116305.4	ENSG00000197182.17	0.215	ENSG00000197182.17	ENSMUSG00000116305.4	0.272
ENSMUSG00000117255.2_ENSG00000246982.8	ENSMUSG00000117255.2	ENSG00000246982.8	0.263	ENSG00000246982.8	ENSMUSG00000117255.2	0.868
ENSMUSG00000117427.3_ENSG00000296517.1	ENSMUSG00000117427.3	ENSG00000296517.1	0.224	ENSG00000296517.1	ENSMUSG00000117427.3	0.073
ENSMUSG00000117478.3_ENSG00000294482.1	ENSMUSG00000117478.3	ENSG00000294482.1	0.354	ENSG00000294482.1	ENSMUSG00000117478.3	0.208
